Title,ReviewText,Rating,SubmissionTime,UserNickname,ProductId,itemName
Very happy I continued with LG and this new model.,"So far everything is great.  Had to become accustomed to the faster cook time compared to my old, 14-year old model this new one replaced.",5,2024-05-09T18:10:36.000+00:00,Steven Zabo,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Don’t buy it!,I bought this microwave/vent to put over my range because it had 2 speed and charcoal filter for the hood fan. What I found out is that it does almost nothing as a stove vent! I had LG come look at it thinking it was malfunctioning. They said it  does not vent the stove. Only the inside of the microwave  Rip off.,2,2024-05-08T20:38:24.000+00:00,CAklee,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-05-08T16:35:39.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Easy to put in place....hopefully it lasts longer than my last Microwave which was a GE.....time will tell.,4,2024-05-08T16:33:05.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-05-08T13:34:14.000+00:00,Richard,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-05-08T13:32:05.000+00:00,HomeDepotCustomer,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-05-03T00:24:28.000+00:00,Mikeg,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
New LG Microwave,[This review was collected as part of a promotion.] I bought all new LG appliances in January. I love them all. They’re so easy to use and do a great job. The microwave reheats things quickly and my popcorn comes out great.,5,2024-05-02T18:16:32.000+00:00,Jenkinsf,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-05-01T13:34:41.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
I love the additional 30 second feature,[This review was collected as part of a promotion.] This is a great product.  It has more power than our old unit.,5,2024-04-30T17:49:01.000+00:00,ddoll,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Easy to Use,We are very pleased with our new microwave.  It is easy to use and looks very sleek in the kitchen.,5,2024-04-29T18:06:58.000+00:00,Jane1544,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-24T19:44:11.000+00:00,GABRIELA,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"We have had the microwave in place for less than a week but so far, so good. I like the aesthetic's of it (sleek lines, contrast of black and black stainless steel). The only dislike so far is that it sticks out about 3 inches past our cabinets.  I realize there needs to be space for the door to open but I wish it was a little more recessed.",4,2024-04-24T15:09:30.000+00:00,JILL,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-24T14:22:32.000+00:00,MANUEL,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Constantly wiping as it shows prints non stop :(,3,2024-04-24T14:07:16.000+00:00,CH,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Installation was quick and complete. Outstanding installers.,5,2024-04-24T13:55:49.000+00:00,HomeDepotCustomer,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,[This review was collected as part of a promotion.] My review is simple. I ordered the microwave on the 26th of March. I received it on the 18th of April. It has not been installed as of this date. I can tell you the box that it came in is very nice. It appears to be well packaged.  I am basing my review on my prior experience with LG products. Our kitchen and laundry room have LG products only. I have been quite pleased with LG.,4,2024-04-22T14:29:23.000+00:00,RWA1,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-17T19:15:37.000+00:00,YR,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great selection,My LG Is perfect for all of my daily needs. It was easily installed  and runs like a dream.  I REVIEWED several other brands .I am so pleases I selected the  LG,5,2024-04-17T18:04:18.000+00:00,Peacan,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-17T15:36:26.000+00:00,DOROTHY,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
More features than use to. Love it!,Very happy and satisfied with my new replacement microwave.  Looks great and loaded with features that I am learning about each day.  Love the reheat feature for warming up meals.,5,2024-04-15T15:17:56.000+00:00,stevezabo,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great features,"[This review was collected as part of a promotion.] Very good microwave, has lots of features and it is the perfect size!",5,2024-04-13T21:37:11.000+00:00,Sherri01,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great features,[This review was collected as part of a promotion.] Purchased this as part of a package for my kitchen remodel.  Very pleased.,5,2024-04-12T11:41:43.000+00:00,dorothy1234,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-10T21:31:32.000+00:00,HomeDepotCustomer,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"The microwave worked well however was installed incorrectly by the company, causing damage to the unit that is now having to be repaired. We were only able to use the unit for about a week before the unit stopped working and are still waiting on parts to be delivered for complete repair.",3,2024-04-10T13:57:07.000+00:00,Allison,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-10T13:12:23.000+00:00,DAUTANYA,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,They delivered it and I installed it. The holes didn't line up but no big deal. Easy to install and looks great.,5,2024-04-10T13:11:13.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-10T12:59:15.000+00:00,DARREN,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Love this new Microwave.,"[This review was collected as part of a promotion.] This is a beautiful, streamline, upgrade replacement addition to our kitchen. I was happy to see that this new model Microwave installed in minutes without having to redrill any new holes in the cabinet above for the power cable and 2 overhead bolts that secure the unit over the range. Even the wall bracket that the back of the unit hangs on to, happen to be in the exact place where it needed to be.  Hard to believe that this new unit utilized the same wall bracket in the exact location it needed to be in and the above cabinet holes from the prior LG microwave, which was 14 years old were exact.  Installation was 20 minutes.",5,2024-04-09T21:32:58.000+00:00,StevenZabo,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Happy With,"[This review was collected as part of a promotion.] I am quite happy with my new micro.  Still trying to figure out some of the more advanced settings, but am quite satisfied.",5,2024-04-08T20:44:31.000+00:00,Linda Caye,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,4,2024-04-04T12:30:54.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-03T22:52:49.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"It is a replacement for a 1250 w countertop model and makes a great difference in cooking time. Seems all over the range are 1000w ?
Otherwise simple to operate which is the most important",3,2024-04-03T21:26:55.000+00:00,Jd,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-04-03T13:58:23.000+00:00,DEBORAH,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great Microwave,I put in my new LG microwave oven a few weeks ago the last one lasted 12 years. I got the one closest to the last one and the holes in the top lined up perfect so it took my 10 minutes to put the new one in. So far so good i hope I get the same quality of the last one,4,2024-03-28T01:37:35.000+00:00,Hodyhoho34,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Great quality and heats food very fast. Delivery was awesome.,5,2024-03-27T14:02:30.000+00:00,Noah,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,4,2024-03-27T13:07:12.000+00:00,MORTON,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-03-27T13:06:18.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Microwave,Bought 1 year ago. Works well but noisy and vibrates when on. Looks nice,4,2024-03-25T16:44:48.000+00:00,Ref566,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great Features,"[This review was collected as part of a promotion.] I bought this microwave to match my LG refrigerator, stove and dishwasher. It heats evenly and looks good. I’m pleased with this purchase.",5,2024-03-25T14:27:37.000+00:00,MJB 21,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
disappointed,"[This review was collected as part of a promotion.] I am disappointed, after seven days there was a cracking sound and the microwave died. I returned it to the store",1,2024-03-24T17:09:26.000+00:00,miko01,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"Great microwave, easy to use.",5,2024-03-23T16:39:21.000+00:00,M JASON,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great product,[This review was collected as part of a promotion.] I really love this microwave and all the wonderful features,5,2024-03-23T13:10:31.000+00:00,DLIB,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-03-22T03:13:10.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Over the Range microwave,"Finally received my microwave and installed. All is good so far. The only thing that I have asked about is a way to turn off the clock display. So far no answer. My previous microwave had this feature. Clock being displayed is not needed when I already have a display on the range. Now I have to coordinate the two, not so easy. Haven't found a way to turn it off either.",4,2024-03-20T19:28:06.000+00:00,ronj1,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-03-20T16:35:06.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-03-20T15:44:43.000+00:00,HomeDepotCustomer,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"Good size, alot of features, easy to clean, easy to use",5,2024-03-19T22:36:15.000+00:00,Sherri01,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Ver Nice,Nice microwave I got mine in the black stainless and it does fingerprint quite a bit that being said it is a very beautiful appliance in our white kitchen it has way more power than my previous microwave which was also a convection oven so that is taking some getting used to but all in all I am very happy with my purchase.,4,2024-03-19T16:35:19.000+00:00,rickker57,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great Features,[This review was collected as part of a promotion.] It’s great! Sleek design and finger proof! It’s also very quiet and love the sounds made when finished cooking. Overall great buy!  Highly recommend.,5,2024-03-18T16:12:39.000+00:00,Anonymous,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great Microwave,"This is a Great Microwave.
Works fantastic so far.
Much better than the last one.",5,2024-03-17T18:38:07.000+00:00,Mike and Cindy,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Good looking Microwave,Purchased about a month ago and very pleased. Looks good,4,2024-03-16T12:55:36.000+00:00,Don Gast,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-03-14T16:32:06.000+00:00,DONNA,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
UPGRADE THE DIRECTIONS ON THE CONTROL PANEL,"[This review was collected as part of a promotion.] Unit works great and look fantastic.  The instructions on the control panels are hard to read.  You shouus on mking then
easier when you go back to the drawing boards on these units",4,2024-03-14T02:42:25.000+00:00,Furywoof,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Modern design and efficiency,[This review was collected as part of a promotion.] Looks great with a modern design and works very fast and efficiently.,5,2024-03-13T15:58:03.000+00:00,Jinnie P,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,We love the new microwave. It is light years better than the previous one we had.,5,2024-03-13T14:21:45.000+00:00,lcjawhit,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-03-13T13:04:59.000+00:00,RYAN,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-03-12T00:44:36.000+00:00,Reddog,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Easy to use,"[This review was collected as part of a promotion.] Love this microwave, especially the soften/melt feature! I do a lot of baking.",5,2024-03-10T21:47:06.000+00:00,brendahi,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
So loud,This microwave is so loud! Everytime you cook something in it the exhaust fan comes on and you can't turn that off. If you leave the light on underneath the inside is super hot!,2,2024-03-09T23:37:54.000+00:00,Bahero,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Nice product,"We replaced our old LG Microwave which died after ten + years with this new model. Love it thus far, hope we get the same longevity out of this one.",5,2024-03-08T16:23:45.000+00:00,JimM82,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Excellent features,[This review was collected as part of a promotion.] Purchased via AAFES and love it. Telling all my military friends to check them out .,5,2024-03-07T15:50:23.000+00:00,JoeWe,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
App is not useful at all,"I bought this so my blind husband could use it. It says it works with Alexa.  We have always used 'bumps' on the face of our control panel on a microwave.  They will not work on this product.  Also, I am in a wheelchair and used my reacher to run the microwave. This no longer works either. The LGThinQ app will let u set a an amout of time like 30 seconds or 3 minutes but then u have to hit start. The only other thing it does is turn the light or vent on and that is the one thing you can do thru Alexa.",1,2024-03-06T15:53:13.000+00:00,SaraP,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-03-06T14:37:16.000+00:00,JAMES,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great microwave!,Love this microwave. I’m so happy I bought it. It’s perfect.,5,2024-03-04T16:10:59.000+00:00,Marie707,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Great microwave,"[This review was collected as part of a promotion.] As a proud owner of this appliance, I am compelled to share my overwhelmingly positive experience with this culinary powerhouse.

First and foremost, let's talk about design. The LG Microwave boasts a sleek and contemporary exterior that instantly elevates the aesthetic appeal of any kitchen space. Its compact yet spacious interior is ingeniously crafted to accommodate a variety of dishes, making it ideal for both solo meals and family feasts. The intuitive control panel is user-friendly, allowing for seamless navigation and hassle-free operation, even for those less technologically inclined.

But it's not just about looks - this microwave packs a punch when it comes to performance. Equipped with advanced heating technologies, it delivers consistent and thorough cooking results every time. Whether you're defrosting leftovers, popping popcorn for movie night, or whipping up a gourmet meal in a hurry, the LG Microwave handles it all with effortless precision. With customizable cooking settings and power levels, you have full control over your culinary creations, ensuring they turn out exactly the way you envision.

One standout feature of the LG Microwave is its innovative sensor cooking capabilities. By intelligently detecting moisture levels and adjusting cooking times accordingly, it takes the guesswork out of meal preparation, guaranteeing perfectly cooked dishes with minimal effort. This not only saves time but also ensures that your food retains its flavor, texture, and nutritional value, leaving you free to focus on other tasks or simply sit back and relax.

In addition to its stellar performance, the LG Microwave prioritizes safety and convenience. The child lock feature provides peace of mind, especially in households with curious little ones, while the easy-clean interior makes post-cooking maintenance a breeze. Furthermore, its energy-efficient operation helps reduce power consumption without compromising on performance, making it an eco-conscious choice for environmentally conscious consumers.

In conclusion, the LG Microwave is more than just a kitchen appliance - it's a game-changer. With its winning combination of style, functionality, and innovation, it has earned its rightful place as a staple in homes around the world. Whether you're a seasoned chef or a culinary novice, this powerhouse of a microwave will revolutionize the way you cook, allowing you to unleash your culinary creativity with confidence and ease. Trust me, once you experience the convenience and efficiency of the LG Microwave, you'll wonder how you ever lived without it.",5,2024-03-01T15:52:17.000+00:00,Anonymous,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,This is a spacious and good-looking microwave.  It is much faster than the one it replaced and I like all of the cooking options,5,2024-02-29T01:19:54.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-02-28T20:29:55.000+00:00,DEWAYNE,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,The product looks and functions really good.  My only complaint is that the template they sent with it was very flimsy and needed to be trimmed.,5,2024-02-28T14:22:29.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-02-28T14:14:55.000+00:00,HomeDepotCustomer,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,It was not print proof at all!  Every aspect of this microwave shows prints very easily.  Makes me wonder if it was the one I ordered,2,2024-02-28T14:03:58.000+00:00,CHRISTINE,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Mad at myself,"I was so excited about buying a new refrigerator, dishwasher, stove and over the range microwave that I ordered the wrong one.  I called customer service to see if we could fix it but I was told I should have called during the 48 hours as it would have been fixable.  I got the delivery very late on Friday so I assumed the 48hrs would be business days so I called in the am on Monday.  Too late....I guess my misunderstanding was more important to home depot than me feeling happy.  I strongly suggest shopping around for good customer service...I swear I wanted to scream if I had to hear one more time that I should have called during the 48 hours and that they didn't care if I was unhappy.  During the 48 hours they could have swapped that out no proble but call 12 hours after the 48 hours expired and you are out of luck.  Home Depot has been very disappointing to work with now that the product is in my home.",1,2024-02-26T20:22:16.000+00:00,Seth,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Florida microwave,"Microwave works as it should but there is noisy vibration when it's in operation. I've tried to make sure it was securely installed, but vibration and noise continues. It would be nice if the touch pad controls would illuminate when you touch them. It's tough to see when in lower light.",3,2024-02-24T16:14:36.000+00:00,Ref566,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
All features I need,Purchased about three months ago everything is working great so far I am pleased with LG products,5,2024-02-23T16:12:43.000+00:00,Joe mik,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
So many features that are so useful,[This review was collected as part of a promotion.] Love this microwave.It heats so much better than our old one and it has many features that I love,5,2024-02-23T14:54:52.000+00:00,RMit,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,"Online ordering was terrible, I ordered 3 appliances set the date on when it was to be delivered, and they cancelled 2 times, which notification was too late, because i had already took apart some things in my kitchen for the new items to come in. 
4 stars for the appliance, minus one star due to delivery 3 month wait.",4,2024-02-22T21:09:38.000+00:00,ELLEN,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,I am very please with this microwave.  It heats up fast so I have to careful about the time settings.,5,2024-02-22T16:51:01.000+00:00,It could be better,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-02-21T15:41:25.000+00:00,GLENDA,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,4,2024-02-20T00:35:27.000+00:00,NATHAN,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
So far so good.,Purchased a few weeks ago. Learning curve as with anything new. Only thing I would change is the annoying song it plays when it’s done. A simple beep would be fine.,4,2024-02-19T22:42:46.000+00:00,Michele29,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
"Beautiful, One Touch Start!","My former microwave stopped working after only 4  1/2 years. This new LG is  a gem and is stainless steel, matches perfectly with all my other appliances. It is really sturdy and looks soooo good above my range. The installers did not take much time at all to help explain how to use the microwave. I felt a little lost the first few times trying to figure out how to use the microwave. I'm not a believer in ""wifi"" usage of the microwave. My needs are simple and after playing with the LG  I learned the basics and I love it!! I recommend whoever writes the informational booklet to keep it simpler to read and less details.",4,2024-02-19T18:11:34.000+00:00,Popcorn4,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Liked Microwave,We move into new home this past December and purchase all new LG Appliances. There has been no issues at all with our microwave and we are pleased with this purchase.,5,2024-02-17T13:41:18.000+00:00,Chuck4212,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,5,2024-02-14T21:54:26.000+00:00,GARY,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,,3,2024-02-14T21:22:31.000+00:00,JAMES,321665740,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
Love my Microwave,I am really happy with my LG Appliance Purchases and went LG across the board in the Kitchen. Previously I owned an LG TV and Washer/Dryer set that I was really happy with - now I own LG Across the board.,5,2024-02-14T18:22:52.000+00:00,Derek K Arizona 1,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
,Only had it for one month. So far so good. I love that the inside is gray is white.,4,2024-02-14T16:33:05.000+00:00,Rick,321666159,LG 1.8 cu. ft. 30 in. W Smart Over the Range Microwave Oven with EasyClean in PrintProof Stainless Steel 1000-Watt MVEM1825F - The Home Depot
